"Местное время в Уфе / им. Мустая Карима (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"28.12.2022 21:00";"-15.0";"755.1";"768.9";"78";"Штиль, безветрие";"0";"";"Замерзающий(ая) (переохлажденный(ая)) туман";"";"Разорванная (60-90%) 900 м";"5.0";"-18.0";
"28.12.2022 20:30";"-14.0";"755.1";"768.9";"85";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) снег, дымка";"";"Разорванная (60-90%) 480 м";"5.0";"-16.0";
"28.12.2022 20:00";"-14.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"Снег, дымка";"";"Разорванная (60-90%) 780 м";"5.0";"-16.0";
"28.12.2022 19:30";"-13.0";"755.2";"768.9";"85";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-15.0";
"28.12.2022 19:00";"-13.0";"755.9";"769.6";"85";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 900 м";"10.0 и более";"-15.0";
"28.12.2022 18:30";"-13.0";"755.9";"769.6";"78";"Ветер, дующий с востока";"1";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-16.0";
"28.12.2022 18:00";"-13.0";"755.9";"769.6";"85";"Ветер, дующий с востока";"1";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"-15.0";
"28.12.2022 17:30";"-13.0";"755.9";"769.6";"85";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"28.12.2022 17:00";"-13.0";"755.9";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"28.12.2022 16:30";"-13.0";"755.9";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"28.12.2022 16:00";"-13.0";"755.9";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"28.12.2022 15:30";"-13.0";"755.9";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"28.12.2022 15:00";"-14.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"28.12.2022 14:30";"-14.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"28.12.2022 14:00";"-14.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"28.12.2022 13:30";"-14.0";"755.8";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"28.12.2022 13:00";"-15.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"28.12.2022 12:30";"-15.0";"755.8";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"28.12.2022 12:00";"-15.0";"755.8";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 11:30";"-15.0";"755.8";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 11:00";"-16.0";"755.7";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 10:30";"-17.0";"755.7";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 10:00";"-17.0";"755.7";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 09:30";"-16.0";"755.7";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 09:00";"-16.0";"755.7";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 08:30";"-17.0";"755.7";"769.6";"85";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 08:00";"-17.0";"755.7";"769.6";"78";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"28.12.2022 07:30";"-18.0";"755.6";"769.6";"84";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"-20.0";
"28.12.2022 07:00";"-16.0";"755.7";"769.6";"78";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 06:30";"-17.0";"755.7";"769.6";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 06:00";"-16.0";"755.7";"769.6";"85";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 05:30";"-17.0";"755.7";"769.6";"85";"Ветер, дующий с севера";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 05:00";"-16.0";"756.5";"770.4";"78";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 04:30";"-16.0";"756.5";"770.4";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 04:00";"-17.0";"756.5";"770.4";"85";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 03:30";"-15.0";"756.6";"770.4";"85";"Ветер, дующий с севера";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"28.12.2022 03:00";"-16.0";"756.5";"770.4";"78";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 02:30";"-16.0";"756.5";"770.4";"78";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-19.0";
"28.12.2022 02:00";"-16.0";"756.5";"770.4";"85";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 01:30";"-15.0";"756.6";"770.4";"78";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 01:00";"-15.0";"756.6";"770.4";"78";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 00:30";"-16.0";"756.5";"770.4";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-18.0";
"28.12.2022 00:00";"-15.0";"756.6";"770.4";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"27.12.2022 23:30";"-15.0";"756.6";"770.4";"85";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"27.12.2022 23:00";"-15.0";"756.6";"770.4";"85";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"27.12.2022 22:30";"-14.0";"756.6";"770.4";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"27.12.2022 22:00";"-14.0";"756.6";"770.4";"85";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"27.12.2022 21:30";"-14.0";"756.6";"770.4";"85";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"27.12.2022 21:00";"-13.0";"756.7";"770.4";"85";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"27.12.2022 20:30";"-12.0";"756.7";"770.4";"85";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"27.12.2022 20:00";"-12.0";"756.7";"770.4";"85";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"27.12.2022 19:30";"-12.0";"756.7";"770.4";"85";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"27.12.2022 19:00";"-11.0";"756.8";"770.4";"85";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"27.12.2022 18:30";"-12.0";"756.7";"770.4";"85";"Ветер, дующий с северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"27.12.2022 18:00";"-12.0";"756.7";"770.4";"85";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"27.12.2022 17:30";"-9.0";"756.9";"770.4";"79";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 17:00";"-9.0";"756.9";"770.4";"79";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 16:30";"-9.0";"756.9";"770.4";"79";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 16:00";"-8.0";"756.9";"770.4";"73";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 15:30";"-8.0";"756.9";"770.4";"73";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 15:00";"-8.0";"756.9";"770.4";"73";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 14:30";"-7.0";"757.0";"770.4";"68";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 14:00";"-7.0";"757.0";"770.4";"73";"Ветер, дующий с севера";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 13:30";"-7.0";"757.0";"770.4";"73";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 13:00";"-8.0";"757.6";"771.1";"79";"Ветер, дующий с севера";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 12:30";"-9.0";"757.6";"771.1";"86";"Ветер, дующий с северо-северо-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 12:00";"-9.0";"757.6";"771.1";"86";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 11:30";"-11.0";"757.5";"771.1";"85";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"27.12.2022 11:00";"-9.0";"757.6";"771.1";"79";"Ветер, дующий с северо-северо-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-12.0";
"27.12.2022 10:30";"-8.0";"757.6";"771.1";"79";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-11.0";
"27.12.2022 10:00";"-8.0";"757.6";"771.1";"86";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"-10.0";
"27.12.2022 09:30";"-7.0";"757.7";"771.1";"86";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 09:00";"-7.0";"757.7";"771.1";"86";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 08:30";"-7.0";"757.7";"771.1";"86";"Ветер, дующий с севера";"3";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 08:00";"-7.0";"757.0";"770.4";"86";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 07:30";"-7.0";"757.0";"770.4";"86";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 07:00";"-8.0";"756.9";"770.4";"93";"Ветер, дующий с севера";"4";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 06:30";"-8.0";"757.6";"771.1";"93";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-9.0";
"27.12.2022 06:00";"-8.0";"757.6";"771.1";"86";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Сплошная (100%) 1200 м";"10.0 и более";"-10.0";
"27.12.2022 05:30";"-8.0";"757.6";"771.1";"93";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 750 м";"10.0 и более";"-9.0";
"27.12.2022 05:00";"-7.0";"757.7";"771.1";"93";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 750 м";"10.0 и более";"-8.0";
"27.12.2022 04:30";"-7.0";"757.7";"771.1";"86";"Ветер, дующий с северо-северо-запада";"2";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 750 м";"10.0 и более";"-9.0";
"27.12.2022 04:00";"-7.0";"757.7";"771.1";"93";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 750 м";"10.0 и более";"-8.0";
